Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
08bcda9c-f8c8-3244-82d4-fc306a7a55d3,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,6176388000,9996.689999999986,97
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,24074.65000000011,238
4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,9787411215,29628.740000000013,268
a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6177893000,232.46999999999997,3
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,9454.31999999999,86
c44f361c-2efb-3050-8f97-0354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,5089417000,5295.319999999994,57
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,5062.849999999995,54
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,4933.569999999993,61
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,8834.219999999988,90
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,5191.919999999993,61
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,16377.109999999977,152
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,31049.080000000078,306
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,99012.49000000175,871
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,10539.389999999992,86
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,3125.599999999999,29
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,1420.7600000000002,11
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,3719.789999999998,30
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,16868.109999999982,143
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,955.73,11
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,19942.010000000006,174
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,7155.319999999992,65
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,5966.969999999994,61
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,21879.11,209
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,6044.369999999992,68
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,5656.979999999993,60
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,10384.229999999989,97
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,27458.870000000003,249
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,3745.4899999999975,39
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,3358.0999999999985,30
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,7103.319999999987,87
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,1188.26,10
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,1782.3300000000002,19
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,6457.549999999988,80
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,17074.57999999999,157
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,8085.259999999992,73
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,20871.889999999974,186
8e00f524-3a5f-313e-9542-378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,5086930410,8136.689999999988,89
56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,4135280790,30894.49000000007,278
956ccb85-bea0-30f9-af48-52f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6172543800,12476.519999999986,119
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,723.26,8
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,9247.69999999999,82
ff9863d3-3fa3-3861-900e-f00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,6177223000,4107.209999999998,37
ae67223f-808e-33d3-a83e-066deebf35ed,VA Central Western Massachusetts Healthcare System,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,413-584-4040,19631.990000000016,174
e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Haverhill Community Based Outpatient Clinic (CBOC),108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,800-838-6331,18263.02,156
7c530dcd-43f3-3f87-b41b-9f704205e0f8,New Bedford Vet Center,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,508-999-6920 Or 508-999-6920,13458.06999999998,131
3a2242e0-de37-303b-bdfc-e160c7eae518,Worcester Vet Center,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,508-753-7902,10229.309999999989,90
74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,PCP148,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,978-828-2053,3616.4799999999987,28
7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,PCP856,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,508-627-7984,8912.039999999994,70
eee23eb7-a476-37b0-9811-d57740145867,PCP1085,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,978-462-3287,10849.439999999991,84
f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,PCP1501,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,781-363-1804,5683.039999999996,44
92a2baa4-3c1f-3479-9d37-47bb0598277f,PCP12009,1355 MAIN ST,HOLDEN,MA,01520-1060,42.355801,-71.862574,508-829-6731,8782.879999999994,68
b5a30260-1468-3b27-a8fb-46634aedcb75,PCP13911,57 CEDAR ST,WORCESTER,MA,01609-2183,42.269478,-71.807783,508-752-7529,4778.919999999997,37
0aa388c5-cfe9-3563-945a-05aa2bcf1cfc,PCP13934,45 STERLING ST,WEST BOYLSTON,MA,01583-1268,42.369417,-71.785036,774-535-2947,4520.599999999998,35
ed117731-eb4f-34eb-bb17-cb40f7d20266,PCP15843,384 W RD,ALFORD,MA,01266-9756,42.254399,-73.42904,413-644-9755,9686.999999999993,76
e09c66c5-1de5-3b58-b15c-4e14696c0348,AMHERST PSYCHIATRIC ASSOCIATES  LLC,6 UNIVERSITY DR,AMHERST,MA,01002-2265,42.363534,-72.50729100000001,413-549-9232,4262.279999999998,33
f18084da-cd20-347a-93a9-f62f748ba19a,PCP22490,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,508-359-5200,3228.999999999999,25
b5bc77dd-d181-3b8c-99b7-74a9d69568eb,PCP22771,21 MARKET ST,IPSWICH,MA,01938-2240,42.695981,-70.83564799999999,978-356-3015,7878.759999999994,61
c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,PULMONARY PHYSICIANS,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,871-595-3366,4778.919999999997,38
fedeff02-fcd0-3c21-a73e-d0d11a998ba4,PCP27454,PO BOX,HAMILTON,MA,01936-0296,42.626222999999996,-70.85723,978-468-3056,1420.7600000000002,11
9303dfd6-3283-3d64-aefc-3008e95ac008,PCP31375,66 SUMMIT RD,MEDFORD,MA,02155-3011,42.423844,-71.10923100000001,617-236-0203,4649.7599999999975,36
07f10d33-c05b-35fa-94e8-178161ec811b,PCP33332,22 MILL ST,ARLINGTON,MA,02476-4744,42.418721999999995,-71.163912,781-646-9101,8782.879999999994,68
3fc0df86-10e3-3e02-9014-c8123ec39886,PCP34951,2016 OCEAN ST,MARSHFIELD,MA,02050-3100,42.115139,-70.71033100000001,781-834-0390,9428.679999999993,73
90716f94-3f11-38ad-8301-770c41ffea8d,PCP35586,316 GREAT BARRINGTON RD,HOUSATONIC,MA,01236-9729,42.246125,-73.361858,413-274-0110,11495.23999999999,89
5a16b048-09b6-3d69-ae61-4715bec676c9,PCP37449,340 WOOD RD,BRAINTREE,MA,02184-2401,42.205416,-71.00216800000003,781-849-1111,2583.2,20
291ca56e-0a00-35e5-83d4-018beb1bf3b6,PCP38819,1180 BEACON ST,BROOKLINE,MA,02446-3806,42.323853,-71.142003,617-566-3123,4003.959999999998,31
d0b952d1-da96-3f4a-b552-96890b6a2dc8,PCP40670,54 UNION ST,WEYMOUTH,MA,02190-2306,42.206676,-70.94584499999998,781-335-6105,5424.719999999997,42
2d2c6145-767c-3b49-8dcc-fa3298d1cd67,CHELMSFORD DERMATOLOGY PC,3 VILLAGE SQ,CHELMSFORD,MA,01824-2712,42.597055,-71.3697,978-256-4151,2712.3599999999997,21
00b14d27-ca1c-33b6-ab79-b636bf184d1a,PCP44286,31 HASTINGS ST,MENDON,MA,01756-1090,42.09387,-71.544519,617-584-2794,6845.479999999995,53
c9c9bbf0-c1c0-30fe-94d3-a908a24ebb48,PCP46837,61 MAIN ST,BLACKSTONE,MA,01504-2215,42.039991,-71.53240600000001,508-752-4709,3616.4799999999987,28
f9d47b3e-ff35-3557-b526-2130d704dc42,PCP47651,462 MAIN ST,AGAWAM,MA,01001-1833,42.064731,-72.653477,413-786-9704,5037.239999999997,39
9f2ababd-de5b-30d5-9169-359ffb46abbd,CUMMINGS PHYSICAL THERAPY INC,6 BARTLETT RD,WINTHROP,MA,02152-2913,42.375541,-70.970646,617-846-0832,6328.839999999996,49
8a68f537-6489-3f25-961b-17eae948ac37,PCP48797,55 HIGHLAND AVE,SALEM,MA,01970-2100,42.499248,-70.898204,978-744-5991,4520.599999999998,35
b19add35-ad10-304e-b25a-f71442ed4eb4,WELLCARE CHIROPRACTIC CENTER,230 LOWELL ST,WILMINGTON,MA,01887-3087,42.564646999999994,-71.164516,978-658-7700,4908.079999999997,38
1beddae8-fe29-300f-ae67-95c5c6a56ba9,PCP53806,100 COPELAND DR,MANSFIELD,MA,02048-1296,42.017302,-71.21641,508-954-2355,9557.839999999993,74
d86e15fb-290b-36d8-ad51-b32ceda12b77,PCP54507,15 MIDSTATE DR,AUBURN,MA,01501-1856,42.198708,-71.846006,774-239-2702,3616.4799999999987,28
f93e59e2-c0e4-3118-a1c2-3234c6dde120,CHARIS CENTER SOUTH  INC.,604 FOUNDRY ST,EASTON,MA,02334,42.040515,-71.109329,508-947-1901,5166.399999999997,40
5db9c918-9e4d-38bb-a94c-2c031fcb6fb0,CRABBE CHIROPRACTIC  INC,132 S MAIN ST,ACUSHNET,MA,02743-2772,41.718216999999996,-70.901151,508-998-2800,3616.4799999999987,28
752b51ac-7cce-3e27-82ab-3e67a2e21b6b,PCP68488,140 PARK ST,ATTLEBORO,MA,02703-8048,41.931653000000004,-71.294503,508-226-8070,6587.159999999995,51
ce64c7a5-020f-39d2-b11f-99fd46da1acc,PCP69236,175 DWIGHT RD,LONGMEADOW,MA,01106-1761,42.047565000000006,-72.57113000000001,413-567-9993,2454.04,19
9bd9ec89-6913-3adb-9d51-4d503f9ad5fd,PCP71825,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,860-918-1449,3616.4799999999987,28
e9737a9f-08f2-3517-b317-f4f359849230,PCP72127,66 RIVER RD,SOUTH DEERFIELD,MA,01373-9752,42.481395,-72.589793,413-350-5137,4908.079999999997,38
df5a72fa-fb57-3a95-b115-665b3e2f0aa3,PCP72587,80 BOSTON TPKE,SHREWSBURY,MA,01545-3601,42.284766999999995,-71.714228,508-217-7200,2583.2,20
b7014371-9dc7-35d8-a0fc-18c34bb21932,CLEAR VISION EYE CENTER INC,3 WOODLAND RD,STONEHAM,MA,02180-1710,42.474208000000004,-71.097665,781-979-0960,5295.559999999997,41
308b225d-2854-32ed-9b01-ee5fb2a8ecbf,PCP74257,21 EDISON AVE,MEDFORD,MA,02155-5829,42.423844,-71.10923100000001,781-391-0780,2066.5600000000004,16
a821389d-3879-3b6a-9201-87858107fdce,ESSEX ORTHOPAEDICS AND OPTIMA SPORT MEDICINE PLLC,138 HAVERHILL ST,ANDOVER,MA,01810-1509,42.648044,-71.161751,978-475-2880,3874.7999999999984,30
1aa1c283-844f-304a-bc4b-56f3f3716158,SUTULA EYE ASSOCIATES PC,16 ASYLUM ST,MILFORD,MA,01757-2203,42.158691999999995,-71.521419,508-478-3600,2712.3599999999997,21
75bce424-82dd-3c8e-9a24-8bb2b2939174,PCP81055,180 SHIRLEY AVE,REVERE,MA,02151-3257,42.421005,-70.99036,781-284-5954,8266.239999999994,64
8ef7958d-a2f5-3c6a-9e1b-b629ad4cd528,DUFER LLC,235 CYPRESS ST,BROOKLINE,MA,02445-6777,42.323853,-71.142003,617-860-6430,4520.599999999998,35
3736f71b-4b15-3e9b-8578-8256538f0ac1,RCNA1 PLLC,380 R MERRIMACK ST,METHUEN,MA,01844-5883,42.742751,-71.178588,978-975-0700,3616.4799999999987,28
67116907-26c1-3467-8729-7f19043b9dec,PCP88771,235 E ST,LUDLOW,MA,01056-3002,42.183577,-72.457812,,1162.44,10
ea04cb4f-a20f-3ae3-a938-79a5ffb2cc86,PCP90191,142 SHIRLEY AVE,REVERE,MA,02151-3211,42.421005,-70.99036,,5553.8799999999965,43
b73ea8c1-eb37-3ac4-97ed-b79d709d7fcb,PCP96525,32 S ST,WALTHAM,MA,02453-3555,42.388921,-71.24226800000001,,1291.6000000000001,10
24859bd7-0620-374b-bc28-880516462850,PCP101658,473 MAIN ST,FISKDALE,MA,01518-1293,42.124762,-72.110888,,6457.999999999995,50
5181acd0-4c26-3172-9068-138966873eb6,PCP102671,22 W ST,MILLBURY,MA,01527-2622,42.192246000000004,-71.777649,,5166.399999999997,40
5445cc47-4b0f-37a6-9223-418b20a0693f,PCP115864,16 WINTER ST,SOUTHBOROUGH,MA,01745-1029,42.299625,-71.52842700000001,,6328.839999999996,49
9a6b5abc-68be-3ee9-a7d4-52f615318596,HIGHLAND SURGICAL ASSOCIATES LLC,100 HIGHLAND ST,MILTON,MA,02186-3801,42.241557,-71.082432,617-696-0660,3616.4799999999987,28
2410394a-8fa8-3c57-8c24-3d749627c119,ALLERGY AND IMMUNOLOGY ASSOCIATES OF NEW ENGLAND LLC,53 SOUTHAMPTON RD,WESTFIELD,MA,01085-1375,42.138838,-72.755911,413-563-3364,11753.55999999999,91
c5d87914-2c9f-3c39-b427-aa496ed43f0a,PCP129117,468 GREAT RD,ACTON,MA,01720-4187,42.483953,-71.43849499999999,,2712.3599999999997,21
3fe0fb59-f52b-3323-8fea-d05ccb31a177,PCP129774,250 SALEM ST,REVERE,MA,02151-1018,42.421005,-70.99036,,6070.519999999996,48
04c749da-634e-3e9e-9806-a5052635370e,PCP133287,1592 GAR HWY,SOMERSET,MA,02726-1210,41.738479,-71.165065,,6328.839999999996,49
bdea7937-8a09-3972-816d-98dbc1b47c0b,MCNALLY BROTHERS,1066 GRANBY RD,CHICOPEE,MA,01020-1539,42.175668,-72.572257,413-534-4224,3745.6399999999985,29
96c62291-743d-35cd-89a9-4d07d6de6c78,PCP141606,341 WESTERN AVE,LYNN,MA,01904-3024,42.474862,-70.96218499999999,,3616.4799999999987,28
4a9de4a4-b2ea-30db-a41a-cfe4831650d7,PCP145307,521 MT AUBURN ST,WATERTOWN,MA,02472,42.369451,-71.177925,,7232.959999999995,56
e88cb3ec-2287-34a4-bd38-6127df29fb29,PETER J KELLY MD PC,362 SEWALL ST,LUDLOW,MA,01056-2711,42.183577,-72.457812,413-589-7308,6457.999999999995,50
1b89bffc-9635-3b39-8e60-c0eee24a068b,PCP149608,175 N MAIN ST,ATTLEBORO,MA,02703-2225,41.931653000000004,-71.294503,,6587.159999999995,51
4f0a1843-c819-3964-a2e9-2dab906b84bf,PCP154964,1440 GAR HWY,SOMERSET,MA,02726-1218,41.738479,-71.165065,,7103.799999999995,55
d824a1d0-91c1-3bf7-984d-e1c489508e79,EYE EXAMS  LLC,339 SQUIRE RD,REVERE,MA,02151-4309,42.421005,-70.99036,781-289-5900,6974.639999999995,54
822a6b9f-da15-3cc4-8436-ab61474f19fd,PCP169859,55 HOSPITAL DR,WINCHENDON,MA,01475-1820,42.66816,-72.055644,978-297-2311,2712.3599999999997,21
3ce346d8-9c09-302f-8028-bc24362d6074,PCP172042,7 SIGOURNEY ST,OXFORD,MA,01540-1943,42.12826,-71.8671,508-987-3200,7878.759999999994,61
e949fd38-f011-3e21-96d8-e0a4a3003daa,GRABIAS MEDICAL GROUP PC,340 THOMPSON RD,WEBSTER,MA,01570-1509,42.047075,-71.845805,508-949-1988,9428.679999999993,74
7986b2b0-e516-39f1-9775-a4a7069e4c29,PCP179189,76 BANCROFT RD,NORTHAMPTON,MA,01060-2111,42.327044,-72.67463000000001,413-585-8245,7232.959999999995,56
8def852c-ef1f-368d-a663-f92a96cfe738,POST OCONNOR AND KADRMAS EYE CENTERS P C,133 FALMOUTH RD,MASHPEE,MA,02649-2611,41.617622999999995,-70.492713,508-477-7833,6974.639999999995,54
4bac2e3e-0bdd-3916-b5a8-f175fa5c80d1,BROCKTON AREA MULTI-SERVICES  INC.,288 BEDFORD ST,WHITMAN,MA,02382-1820,42.078974,-70.93939,781-447-6425,10461.959999999992,81
e3dae47c-3406-3ca4-8301-dca26e6625e5,PCP186863,60 ADAMS ST,MILTON,MA,02186-3422,42.241557,-71.082432,617-696-9530,5812.199999999996,45
f1788328-5ff2-3422-99ea-b2f6117fbd83,PCP198430,420 UNION ST,WESTFIELD,MA,01085-2592,42.138838,-72.755911,,4391.439999999998,34
bce310c4-5b58-330c-85ab-36faa54c2d0c,PCP205637,200 WALNUT ST,SAUGUS,MA,01906-1158,42.468432,-71.01394599999999,,6070.519999999996,47
7eb5613f-2371-35b1-a869-d743bc73c06e,PCP208014,55 HIGHLAND AVE,SALEM,MA,01970-2100,42.499248,-70.898204,978-740-0406,5295.559999999997,41
c4a4c0f3-4563-3bf8-9435-af51c60fab05,POST ACUTE CARE CLINICIANS LLC,1 S END BRIDGE CIR,AGAWAM,MA,01001-2020,42.064731,-72.653477,413-304-2501,4262.279999999998,33
3dbd7f18-5199-39e9-a93f-827812c8bbc7,PCP210848,100 TER HEUN DR,FALMOUTH,MA,02540-2503,41.594939000000004,-70.599243,,5037.239999999997,39
7753a595-c36a-360d-9fe9-226a9f7b822e,ST. VINCENT RADIOLOGICAL ASSOC.  INC.,14 RICE RD,TEMPLETON,MA,01468-1332,42.563482,-72.07547199999999,978-939-2035,8266.239999999994,64
dd35d660-a49d-3bc3-94da-424687ec736a,BOND MEDICAL CONSULTANTS PC,284 CANTON ST,WESTWOOD,MA,02090-2206,42.219645,-71.216768,617-418-0218,2066.5600000000004,16
2d19d984-3cc4-3409-8857-ace5c74b3f7a,PARTNERS IN REHABILITATION LLC,880 BROADWAY,SAUGUS,MA,01906-3284,42.468432,-71.01394599999999,781-233-2111,5941.359999999996,47
46a06a77-58c2-33d7-9c64-eb5bfffa5839,ORTHOPEDIC AND SPORTS PHYSICAL THERAPY INC,650 PLYMOUTH ST,EAST BRIDGEWATER,MA,02333-2054,42.037278,-70.94045899999999,508-378-4035,9686.999999999993,76
dbadb34a-1bc4-3cd1-9903-b8ff46c8b9d8,PCP229646,8 BUTLER ST,BLACKSTONE,MA,01504-1541,42.039991,-71.53240600000001,,3616.4799999999987,29
43e1c8ac-cce2-3e8d-8752-ce9045c435cb,PCP236544,365 MAIN ST,WINTHROP,MA,02152-1637,42.375541,-70.970646,,6845.479999999995,53
a58a9f7b-fcd1-3a63-84ef-577c7d1e02cc,NUCH OF MASSACHUSETTS  LLC,10002 SHOPS WAY A,NORTHBOROUGH,MA,01532-4118,42.323342,-71.646236,508-919-8190,4520.599999999998,35
6efda2a7-8da7-3877-aee4-332e7fbb423b,NORTH SHORE NEUROLOGY AND EMG LLC,83 HERRICK ST,BEVERLY,MA,01915-2753,42.556659,-70.84496,978-922-2226,9170.359999999993,72
7df52d2b-fa4a-3f2f-b1b9-df31bf489665,PEDIATRIC ASSOCIATES OF GREATER SALEM  INC,30 TOZER RD,BEVERLY,MA,01915-5510,42.556659,-70.84496,978-745-3050,9428.679999999993,73
3c3d682f-7484-3de8-90ce-0767c75d29ce,PCP260651,626 MAIN ST,SHREWSBURY,MA,01545-5639,42.284766999999995,-71.714228,508-842-7910,2841.5199999999995,22
2306c11b-be2d-35c8-8854-0f5a10fa6433,UMASS MEMORIAL RADIOLOGY PHYS SERV,367 PLANTATION ST,WORCESTER,MA,01605-2323,42.269478,-71.807783,508-754-6026,5295.559999999997,41
4400c886-4e72-363b-9036-15029a943c5f,LGH MEDICAL GROUP  INC.,295 VARNUM AVE,LOWELL,MA,01854-2134,42.63898,-71.321141,978-788-7344,3874.7999999999984,30
